iter	RMSE
590	1.138100998
591	1.136296081
592	1.135229334
593	1.133782549
594	1.133337037
595	1.132241346
596	1.130981508
597	1.130443912
598	1.129332395
599	1.127335082
600	1.126538059
601	1.124611736
602	1.121946872
603	1.120423617
604	1.119100048
605	1.117303862
606	1.116310121
607	1.115551588
608	1.114511815
609	1.112878072
610	1.111864777
611	1.111363357
612	1.110432005
613	1.107606146
614	1.106012018
615	1.104540574
616	1.103028093
617	1.102025727
618	1.09986206
619	1.098310485
620	1.097911105
621	1.096766117
622	1.095913683
623	1.094269265
624	1.092969138
625	1.09186764
626	1.091066977
627	1.090210127
628	1.088895529
629	1.087313521
630	1.086190407
631	1.085366106
632	1.084187409
633	1.082250316
634	1.080336959
635	1.079633043
636	1.078049175
637	1.07653178
638	1.075560556
639	1.073596712
640	1.07243999
641	1.071167489
642	1.070518752
643	1.068398454
644	1.066251467
645	1.064590836
646	1.063809022
647	1.062630442
648	1.060586737
649	1.058820559
650	1.057771286
651	1.056604436
652	1.055748779
653	1.053973039
654	1.053448854
655	1.052223522
656	1.051335981
657	1.050321536
658	1.04961078
659	1.047855371
660	1.047357289
661	1.045670445
662	1.044054734
663	1.042800181
664	1.04174174
665	1.040709862
666	1.039705883
667	1.037920611
668	1.036845766
669	1.036445343
670	1.035425809
671	1.034511196
672	1.033991087
673	1.03373517
674	1.032167074
675	1.030430701
676	1.028379162
677	1.026955187
678	1.026604574
679	1.024214655
680	1.022954348
681	1.022032691
682	1.021110726
683	1.019669695
684	1.017925713
685	1.016789006
686	1.015366303
687	1.014498315
688	1.013285272
689	1.01270658
690	1.010989415
691	1.010128
692	1.009025288
693	1.008110411
694	1.007358004
695	1.006638547
696	1.005568209
697	1.005248988
698	1.004103195
699	1.002658467
700	1.000814993
701	0.999780984
702	0.9987932161
703	0.9975072041
704	0.9961264643
705	0.9954468453
706	0.9947722281
707	0.9941726643
708	0.9931561306
709	0.990837805
710	0.9897103049
711	0.9877886242
712	0.9865190093
713	0.9856853174
714	0.9853817798
715	0.9844404817
716	0.9837832435
717	0.9827627224
718	0.9818927758
719	0.980108155
720	0.979093559
721	0.9785936812
722	0.9778725837
723	0.9768256334
724	0.9763348196
725	0.9752665341
726	0.974485874
727	0.9735753548
728	0.9727413365
729	0.9717984383
730	0.9705063785
731	0.9699362426
732	0.96917306
733	0.9682109712
734	0.967021997
735	0.9654867543
736	0.9646229987
737	0.9627230758
738	0.962314507
739	0.960110109
740	0.9587311953
741	0.9573304043
742	0.9566566857
743	0.9553347321
744	0.9545456794
745	0.9530650472
746	0.9516655882
747	0.9510369823
748	0.9502094003
749	0.9492222871
750	0.9469122169
751	0.9461603425
752	0.9452305457
753	0.9444256961
754	0.9436377768
755	0.9423596918
756	0.9412219623
757	0.9401682103
758	0.9390493848
759	0.9379461731
760	0.937021736
761	0.9366204686
762	0.935702003
763	0.9350709937
764	0.9343296461
765	0.9325427201
766	0.9318331132
767	0.9313923229
768	0.9304579341
769	0.9301281078
770	0.9292501464
771	0.9280874135
772	0.9272130737
773	0.9262205252
774	0.9253394753
775	0.9237143376
776	0.9231870113
777	0.9219339681
778	0.9212551373
779	0.9194220571
780	0.9188927148
781	0.9184857688
782	0.9168403175
783	0.9154904579
784	0.9142663272
785	0.913591544
786	0.9129174214
787	0.912597578
788	0.9124020053
789	0.911167064
790	0.9106568584
791	0.9098638177
792	0.90894276
793	0.9080990062
794	0.9065123136
795	0.9054984958
796	0.9045054612
797	0.9036371212
798	0.902639403
799	0.9009814914
800	0.9000106061
801	0.8985415052
802	0.8967581238
803	0.8960052414
804	0.8955971239
805	0.8950610649
806	0.8942538128
807	0.8932275655
808	0.8928906281
809	0.8922746839
810	0.8920093476
811	0.8913956398
812	0.8903821845
813	0.889425939
814	0.8886531901
815	0.8873680089
816	0.8859320123
817	0.8852129409
818	0.8844907907
819	0.8840688262
820	0.882845025
821	0.8817142058
822	0.8807435955
823	0.8801789225
824	0.8794140744
825	0.8780881381
826	0.8777707464
827	0.8771334206
828	0.876209688
829	0.8755349388
830	0.8744929462
831	0.8734424007
832	0.8729499117
833	0.8715619721
834	0.8703366297
835	0.8692921044
836	0.8688121789
837	0.8682536359
838	0.8672118079
839	0.8660987734
840	0.8658416194
841	0.8650461283
842	0.8640061238
843	0.8634641108
844	0.8630807644
845	0.8622186235
846	0.8617833671
847	0.860559866
848	0.8596063342
849	0.8590496251
850	0.8583038108
851	0.8572782931
852	0.8562365193
853	0.8556435915
854	0.8550017636
855	0.853786003
856	0.8521425962
857	0.8513537805
858	0.8510700641
859	0.8502440657
860	0.8493812755
861	0.8487805983
862	0.8483532558
863	0.8478473121
864	0.8465191311
865	0.8459488886
866	0.8443724987
867	0.8431034217
868	0.8422782758
869	0.8416521877
870	0.8409212475
871	0.8403446467
872	0.8398745979
873	0.8394728304
874	0.8382800793
875	0.8376931213
876	0.8373113848
877	0.8363629169
878	0.835449299
879	0.8346872972
880	0.833328486
881	0.8324236902
882	0.8317568656
883	0.8309332124
884	0.8304405885
885	0.8300123583
886	0.8286925033
887	0.8281563528
888	0.827701542
889	0.8273354823
890	0.8267768618
891	0.8263484776
892	0.8257942031
893	0.825585453
894	0.8248524541
895	0.823900139
896	0.8231471135
897	0.8227068602
898	0.822479367
899	0.8219316264
900	0.8212837291
901	0.8205054697
902	0.8198420378
903	0.8193626008
904	0.8188951704
905	0.8181717416
906	0.8175468323
907	0.8166017861
908	0.8154799562
909	0.8143940206
910	0.8137500159
911	0.8132126394
912	0.8128309559
913	0.812158616
914	0.8115591715
915	0.8100617122
916	0.8094504931
917	0.8089986577
918	0.808423443
919	0.807475765
920	0.8063484871
921	0.8056338601
922	0.8050988238
923	0.8040485662
924	0.8035741862
925	0.8025090279
926	0.8020570068
927	0.8013032565
928	0.8007058193
929	0.8001492557
930	0.7999088606
931	0.7979488486
932	0.7973965114
933	0.7965087278
934	0.7957218384
935	0.7949872905
936	0.7943971151
937	0.7940629662
938	0.793165056
939	0.7927379603
940	0.7919771923
941	0.7909807479
942	0.790131599
943	0.7891341854
944	0.788442935
945	0.7873987233
946	0.7867064832
947	0.7864623194
948	0.7847747448
949	0.7843757541
950	0.7834103882
951	0.782705363
952	0.7822715061
953	0.7812834166
954	0.7808073578
955	0.7803162062
956	0.7795509906
957	0.7788731739
958	0.7776702637
959	0.7773380044
960	0.776582353
961	0.7755951706
962	0.7746493126
963	0.7744341191
964	0.7739832258
965	0.7730954501
966	0.7721716566
967	0.771064604
968	0.7703327446
969	0.7701077615
970	0.7697735087
971	0.7692478211
972	0.7692472237
973	0.7676739901
974	0.7671637609
975	0.766208753
976	0.7656703712
977	0.7653361688
978	0.7644275908
979	0.7640030718
980	0.7629002954
981	0.7622687768
982	0.7621229484
983	0.7619081815
984	0.7612083735
985	0.7608970098
986	0.7596894814
987	0.75882272
988	0.7583779229
989	0.7579322798
990	0.7574392834
991	0.7569195278
992	0.7564424111
993	0.7558530068
994	0.755136826
995	0.7545812338
996	0.7535360009
997	0.7531261442
998	0.7527329695
999	0.752324854
